Coilnr;Date;Direction;Type eprouvette;Th mm;Re02 Mpa;Rm Mpa;A80 x10%;C ppm;Mn ppm;Si ppm;P ppm;S ppm;Al ppm;Ti ppm;Cr ppm;Nb ppm;B ppm;Mo ppm;Linespeed (m/min);SKP elongation (%);Heating C/s 660 to 750;t_soaking_hot s;Cooling C/s;t_soaking_cold s;soaking_hot C;soaking_cold C
91523100;44289;T;JI5;2;674;1007;152;705,99;25235;2560;128;8,99;1530;206;3012;231;17,99;920;45;0,1;1,823646497;143,3333333;-14,46428571;70,8;770,25;455
91556700;44289;T;I20;1,6;645;1009;132;754;25720;2613,99;113;8;1506,99;238,99;3032;250;20,99;958;47;0,11;1,882245223;137,2340426;-15,10714286;67,78723404;767,75;459
91522701;44289;T;JI5;1,4;597;982;149;746,99;25183;2531,99;126;3;1593,99;232;2980;235;17;925,99;55;0,09;2,192409766;117,2727273;-17,23214286;57,92727273;764,75;464
91523000;44289;T;JI5;2;607;987;161;718;25230;2478;125;16;1661;212;3010;235;17,99;965;44;0,12;1,764437367;146,5909091;-13,9047619;72,40909091;764,75;457
91523100;44289;T;JI5;2;609;983;153;705,99;25235;2560;128;8,99;1530;206;3012;231;17,99;920;45;0,1;1,823646497;143,3333333;-14,46428571;70,8;770,25;455
91508300;44289;T;JI5;2;611;990;154;735,99;25630;2541,99;121,99;16;1496,99;216;2965;237;20;935,99;44;0,11;1,764437367;146,5909091;-13,97619048;72,40909091;765;456
91556700;44289;T;I20;1,6;626;956;120;754;25720;2613,99;113;8;1506,99;238,99;3032;250;20,99;958;47;0,11;1,882245223;137,2340426;-15,10714286;67,78723404;767,75;459
91568501;44314;T;I20;1,6;607;998;121;710;25350;2568,99;93,99;17;1616,99;237,99;2975;241;20;1000;55;0,1;2,217223992;117,2727273;-13,60119048;57,92727273;737;461
91569501;44314;T;I20;1,6;616;1010;135;729;25340;2675;100;3;1568,99;268,99;2990;236;17,99;979;55;0,16;2,20846603;117,2727273;-13,42261905;57,92727273;736;465
91556800;44314;T;I20;1,6;651;1031;115;751,99;25290;2536;108,99;25;1493;252;3085;242;18,99;919;55;0,17;2,228901274;117,2727273;-13,98809524;57,92727273;741,25;459
91569501;44314;T;I20;1,6;634;1007;132;729;25340;2675;100;3;1568,99;268,99;2990;236;17,99;979;55;0,16;2,20846603;117,2727273;-13,42261905;57,92727273;736;465
91568501;44314;T;I20;1,6;615;998;134;710;25350;2568,99;93,99;17;1616,99;237,99;2975;241;20;1000;55;0,1;2,217223992;117,2727273;-13,60119048;57,92727273;737;461
91522901;44321;T;JI5;1,4;661;999;139;746,99;25183;2531,99;126;3;1593,99;232;2980;235;17;925,99;59;0,11;2,433280255;109,3220339;-16,6017316;54;759,5;457
91537400;44321;T;JI5;2;660;1011;144;725,99;25170;2518,99;121;2;1650;263,99;2986;237,99;17;958;42;0,1;1,693152866;153,5714286;-11,31818182;75,85714286;745,25;457
91537400;44321;T;JI5;2;653;1003;147;725,99;25170;2518,99;121;2;1650;263,99;2986;237,99;17;958;42;0,1;1,693152866;153,5714286;-11,31818182;75,85714286;745,25;457
91572300;44321;T;I20;1,6;665;1023;107;744;25300;2486;101;6,99;1466;225;2980;231;20,99;940;50;0,09;2,015658174;129;-12,63528139;63,72;739,5;461
91572300;44321;T;I20;1,6;636;1012;120;744;25300;2486;101;6,99;1466;225;2980;231;20,99;940;50;0,09;2,015658174;129;-12,63528139;63,72;739,5;461
91522901;44321;T;JI5;1,4;664;993;127;746,99;25183;2531,99;126;3;1593,99;232;2980;235;17;925,99;59;0,11;2,433280255;109,3220339;-16,6017316;54;759,5;457
91571801;44321;T;JI5;1,2;618;996;136;725,99;25300;2476,99;116;6;1621,99;222,99;2998,99;255;20,99;976,99;51;0,12;2,088455414;126,4705882;-13,93668831;62,47058824;752;455
91571801;44321;T;JI5;1,2;681;1019;123;725,99;25300;2476,99;116;6;1621,99;222,99;2998,99;255;20,99;976,99;51;0,12;2,088455414;126,4705882;-13,93668831;62,47058824;752;455
91558500;44321;T;JI5;2;702;1050;130;720,99;25380;2623,99;128,99;5;1366;197;3037,99;242;18,99;985;43;0,1;1,740313163;150;-11,16883117;74,09302326;743,75;460
91558500;44321;T;JI5;2;680;1031;140;720,99;25380;2623,99;128,99;5;1366;197;3037,99;242;18,99;985;43;0,1;1,740313163;150;-11,16883117;74,09302326;743,75;460
91536101;44321;T;I20;1,6;631;1001;135;743;25270;2546;108;6;1656,99;227;2998,99;233,99;20;926,99;50;0,13;2,002388535;129;-13,06818182;63,72;737;453
91525000;44337;T;JI5;2;672;975;151;746,99;25183;2531,99;126;3;1593,99;232;2980;235;17;925,99;46;0,11;1,853184713;140,2173913;-16,27922078;69,26086957;782,5;454
91525000;44337;T;JI5;2;688;1015;128;746,99;25183;2531,99;126;3;1593,99;232;2980;235;17;925,99;46;0,11;1,853184713;140,2173913;-16,27922078;69,26086957;782,5;454
91558600;44337;T;JI5;2;722;1032;132;755;25780;2617,99;88,99;12;1491,99;287;2991;243,99;20;926,99;46;0,08;1,860509554;140,2173913;-16,22943723;69,26086957;784;455
91525000;44337;T;I20;2;672;975;121;746,99;25183;2531,99;126;3;1593,99;232;2980;235;17;925,99;46;0,11;1,853184713;140,2173913;-16,27922078;69,26086957;782,5;454
91581600;44337;T;I20;1,6;632;1019;130;781,99;25280;2511,99;131,99;0;1698;236;2953,99;236;20,99;946,99;47;0,1;1,879750531;137,2340426;-15,56493506;67,78723404;772,25;460
91580100;44337;T;I20;1,2;698;1040;105;725,99;25300;2476,99;116;6;1621,99;222,99;2998,99;255;20,99;976,99;51;0,1;2,046496815;126,4705882;-17,85551948;62,47058824;782,75;461
91558600;44337;T;JI5;2;671;992;142;755;25780;2617,99;88,99;12;1491,99;287;2991;243,99;20;926,99;46;0,08;1,860509554;140,2173913;-16,22943723;69,26086957;784;455
91581600;44337;T;I20;1,6;632;1019;126;781,99;25280;2511,99;131,99;0;1698;236;2953,99;236;20,99;946,99;47;0,1;1,879750531;137,2340426;-15,56493506;67,78723404;772,25;460
91580100;44337;T;I20;1,2;656;1018;106;725,99;25300;2476,99;116;6;1621,99;222,99;2998,99;255;20,99;976,99;51;0,1;2,046496815;126,4705882;-17,85551948;62,47058824;782,75;461
91571900;44337;T;JI5;1,2;624;992;135;725,99;25300;2476,99;116;6;1621,99;222,99;2998,99;255;20,99;976,99;54;0,11;2,175477707;119,4444444;-18,46753247;59;781;462
91571900;44337;T;JI5;1,2;657;1022;131;725,99;25300;2476,99;116;6;1621,99;222,99;2998,99;255;20,99;976,99;54;0,11;2,175477707;119,4444444;-18,46753247;59;781;462
91595001;44376;T;I20;1,6;681;1018;124;714;25160;2543,99;116,99;18,99;1446;207,99;2990;237;20;960,99;56;0,12;2,305095541;115,1785714;-19,96969697;56,89285714;791;452
91595001;44376;T;I20;1,6;663;1005;131;714;25160;2543,99;116,99;18,99;1446;207,99;2990;237;20;960,99;56;0,12;2,305095541;115,1785714;-19,96969697;56,89285714;791;452
91604100;44398;T;I20;1,2;675;993;101;728;25030;2549;113;8;1540;238;2974;239;18;994;55;0,1;2,230360934;117,2727273;-21,01190476;57,92727273;800,5;459
91604100;44398;T;I20;1,2;677;1010;104;728;25030;2549;113;8;1540;238;2974;239;18;994;55;0,1;2,230360934;117,2727273;-21,01190476;57,92727273;800,5;459
91594700;44399;T;I20;1,6;672;1032;110;727;25410;2614;116;6;1772;244;3005;237;20;949;45;0,09;1,814092357;143,3333333;-14,87824675;70,8;779;468
91534300;44399;T;I20;1,6;727;1044;110;755;25355;2504;131;7;1533;238;2955;236;22;926;50;0,1;2,024946921;129;-16,99134199;63,72;784;466
91534300;44399;T;I20;1,6;692;1039;136;755;25355;2504;131;7;1533;238;2955;236;22;926;50;0,1;2,024946921;129;-16,99134199;63,72;784;466
91594700;44399;T;I20;1,6;746;1064;108;727;25410;2614;116;6;1772;244;3005;237;20;949;45;0,09;1,814092357;143,3333333;-14,87824675;70,8;779;468
91610500;44418;T;I20;1,6;665;1037;120;745,99;25520;2526;118;4;1718;247;2982,99;240;18,99;991,99;55;0,09;2,215764331;117,2727273;-18,36309524;57,92727273;778,75;465
91610500;44418;T;I20;1,6;683;1043;125;745,99;25520;2526;118;4;1718;247;2982,99;240;18,99;991,99;55;0,09;2,215764331;117,2727273;-18,36309524;57,92727273;778,75;465
91610901;44418;T;I20;1,6;660;1004;124;743;25070;3001;116;12,99;1345;238,99;3066;238,99;20,99;966,99;55;0,09;2,231820594;117,2727273;-20,20833333;57,92727273;789;449
91610901;44418;T;I20;1,6;650;1014;138;743;25070;3001;116;12,99;1345;238,99;3066;238,99;20,99;966,99;55;0,09;2,231820594;117,2727273;-20,20833333;57,92727273;789;449
91610800;44419;T;I20;1,2;646;1013;124;760,99;25160;2582,99;110;12,99;1540;240;3072,99;230;18,99;1000;53;0,12;2,128158174;121,6981132;-16,86363636;60,11320755;770,25;465
91610800;44419;T;I20;1,2;642;1030;100;760,99;25160;2582,99;110;12,99;1540;240;3072,99;230;18,99;1000;53;0,12;2,128158174;121,6981132;-16,86363636;60,11320755;770,25;465
91610702;44448;T;I20;1,6;705;1058;102;751,99;25390;2495;115;6;1546;256;3005;242;22;995;54;0,1;2,166878981;119,4444444;-13,55844156;59;735,5;458
91618500;44448;T;I20;1,6;716;1056;119;760;25420;2493;121;16;1506;257,99;3018,99;242;20,99;989;55;0,09;2,230360934;117,2727273;-14,10714286;57,92727273;738;450
91610701;44448;T;I20;1,6;693;1034;126;751,99;25390;2495;115;6;1546;256;3005;242;22;995;55;0,15;2,25663482;117,2727273;-14,79166667;57,92727273;746,75;447
91618500;44448;T;I20;1,6;685;1038;118;760;25420;2493;121;16;1506;257,99;3018,99;242;20,99;989;55;0,09;2,230360934;117,2727273;-14,10714286;57,92727273;738;450
91612701;44449;T;I20;1,2;642;1014;119;724;25338;2568,99;121,99;2;1601,99;232;2987,99;237,99;17,99;959;54;0,12;2,172611465;119,4444444;-13,00324675;59;735,25;465
91612701;44449;T;I20;1,2;637;1014;131;724;25338;2568,99;121,99;2;1601,99;232;2987,99;237,99;17,99;959;54;0,12;2,172611465;119,4444444;-13,00324675;59;735,25;465
91614600;44449;T;I20;1,2;661;1042;105;724;25200;3157;130;11;1471,99;252,99;3047,99;243,99;17,99;958;52;0,11;2,100424628;124,0384615;-12,94372294;61,26923077;739;462
91614600;44449;T;I20;1,2;697;1031;111;724;25200;3157;130;11;1471,99;252,99;3047,99;243,99;17,99;958;52;0,11;2,100424628;124,0384615;-12,94372294;61,26923077;739;462
91623100;44478;T;I20;1,6;649;1048;117;768;25120;2540;126;16;1510;227;3031;236;20;921,99;49;0,09;1,974044586;131,6326531;-16,86363636;65,02040816;780,5;459
91624600;44493;T;I20;1,6;651;1006;150;737;25240;2634;159;11;1465;222;3008;234;19;940;55;0,11;2,217223992;117,2727273;-19,73214286;57,92727273;786;456
91624600;44493;T;I20;1,6;659;1001;138;737;25240;2634;159;11;1465;222;3008;234;19;940;55;0,11;2,217223992;117,2727273;-19,73214286;57,92727273;786;456
91623601;44493;T;I20;1,6;610;975;129;722;25176;2596;138;2;1505;233;3033;233;18;972;55;0,09;2,227441614;117,2727273;-19,9702381;57,92727273;790,25;457
91623601;44493;T;I20;1,6;640;971;127;722;25176;2596;138;2;1505;233;3033;233;18;972;55;0,09;2,227441614;117,2727273;-19,9702381;57,92727273;790,25;457
91623301;44493;T;I20;1,6;641;1015;121;762;25165;2548;124;11;1506;227;3036;232;21;922;55;0,1;2,205546709;117,2727273;-18,83928571;57,92727273;779,5;462
91623301;44493;T;I20;1,6;628;1003;131;762;25165;2548;124;11;1506;227;3036;232;21;922;55;0,1;2,205546709;117,2727273;-18,83928571;57,92727273;779,5;462
91624501;44493;T;I20;1,6;630;999;126;729;25420;2692;134;2;1719;224;3012;235;19;937;53;0,1;2,125345011;121,6981132;-18,18290043;60,11320755;778,75;460
91625901;44493;T;I20;1,6;641;1005;109;754;25230;2592;126;0;1737;252;2985;232;18;933;53;0,1;2,128158174;121,6981132;-18,12554113;60,11320755;778,75;460
91625901;44493;T;I20;1,6;630;1001;123;754;25230;2592;126;0;1737;252;2985;232;18;933;53;0,1;2,128158174;121,6981132;-18,12554113;60,11320755;778,75;460
91624501;44493;T;I20;1,6;647;1007;107;729;25420;2692;134;2;1719;224;3012;235;19;937;53;0,1;2,125345011;121,6981132;-18,18290043;60,11320755;778,75;460
91630100;44524;T;I20;1,6;685;1043;130;784;25440;2607;150;11;1482;249;2970;263;22;989;53;0,14;2,121125265;121,6981132;-18,03950216;60,11320755;779,25;465
91627300;44524;T;I20;1,6;651;1017;150;757;25140;2533;139;8;1494;231;2991;239;18;940;53;0,13;2,125345011;121,6981132;-18,21158009;60,11320755;780,5;463
91630201;44524;T;I20;1,6;625;1002;132;727;25210;2546;139;7;1642;228;2984;253;19;1009;55;0,12;2,205546709;117,2727273;-19,375;57,92727273;781;456
91625800;44524;T;I20;1,6;658;1021;91;737;25240;2634;159;11;1465;222;3008;234;19;940;45;0,14;1,810509554;143,3333333;-15,58441558;70,8;783,5;464
91625800;44524;T;I20;1,6;624;983;132;737;25240;2634;159;11;1465;222;3008;234;19;940;45;0,14;1,810509554;143,3333333;-15,58441558;70,8;783,5;464
91627000;44524;T;I20;1,6;657;1012;120;716;25390;2609;145;4;1662;273;2934;243;18;964;48;0,13;1,921019108;134,375;-16,41558442;66,375;781;467
91626901;44524;T;I20;1,6;637;1013;127;727;25210;2546;139;7;1642;228;2984;253;19;1009;52;0,13;2,088004246;124,0384615;-17,8961039;61,26923077;781,75;464
91626901;44524;T;I20;1,6;637;1013;130;727;25210;2546;139;7;1642;228;2984;253;19;1009;52;0,13;2,088004246;124,0384615;-17,8961039;61,26923077;781,75;464
91627300;44524;T;I20;1,6;651;1017;150;757;25140;2533;139;8;1494;231;2991;239;18;940;53;0,13;2,125345011;121,6981132;-18,21158009;60,11320755;780,5;463
91627200;44524;T;I20;1,6;652;1017;137;727;25210;2546;139;7;1642;228;2984;253;19;1009;53;0,14;2,125345011;121,6981132;-18,18290043;60,11320755;780,25;463
91627200;44524;T;I20;1,6;645;1015;134;727;25210;2546;139;7;1642;228;2984;253;19;1009;53;0,14;2,125345011;121,6981132;-18,18290043;60,11320755;780,25;463
91627000;44524;T;I20;1,6;657;993;123;716;25390;2609;145;4;1662;273;2934;243;18;964;48;0,13;1,921019108;134,375;-16,41558442;66,375;781;467
91630100;44524;T;I20;1,6;685;1043;134;784;25440;2607;150;11;1482;249;2970;263;22;989;53;0,14;2,121125265;121,6981132;-18,03950216;60,11320755;779,25;465
