Coilnr;Date;Direction;Type;Th mm;Re02 Mpa;Rm Mpa;A80 x10%;C ppm;Mn ppm;Si ppm;P ppm;S ppm;Al ppm;Ti ppm;Cr ppm;Nb ppm;B ppm;Mo ppm;Linespeed (m/min);SKP elongation (%);Heating C/s 660 to 750;t_soaking_hot s;Cooling C/s;t_soaking_cold s;soaking_hot C;soaking_cold C
48335252;13/09/2021;T;I20;1,787;613;983;129;714;25240;2718;149;7;1466;237;3096;243;;975;72;0,189;1,438713172;73,33333333;-16,8171;41,66666667;772,29185;499,644
48335337;13/09/2021;T;I20;1,013;637;1014;129;723;25320;2501;123;6;1598;225;2887;236;;977;124;0,4;3,022293815;42,58064516;-30,71252667;24,19354839;790,9095;501,891
48527989;18/09/2021;L;I20;1,179;767;1018;85;811;25360;2507;129;13;1430;253;2988;239;;975;107;0,4;3,232957449;49,34579439;-29,75259833;28,03738318;813,82;485,526
48527989;18/09/2021;L;I20;1,1700029;789;1050;103;811;25360;2507;129;13;1430;253;2988;239;;975;107;0,409;3,883423727;49,34579439;-29,929505;28,03738318;820,2095;484,842
48527972;18/09/2021;L;I20;1,335;767;1018;85;707;25270;2565;142;14;1402;224;3031;242;;966;91;0,319;2,609680202;58,02197802;-26,02114667;32,96703297;813,1845;481,134
48528003;18/09/2021;L;I20;1,208;778;1030;102;726;25520;2567;165;2;1468;279;2982;234;;921;106;0,389;3,220829335;49,81132075;-29,67858667;28,30188679;813,9495;483,075
48528010;18/09/2021;L;I20;1,21;799;1021;91;726;25170;2574;127;13;1489;255;2995;243;;964;92;0,409;3,35346911;57,39130435;-26,58150633;32,60869565;828,00115;485,507
48528027;18/09/2021;L;I20;1,37;813;1029;103;739;25360;2556;151;8;1441;267;2996;233;;964;82;0,4;2,651954037;64,3902439;-23,78602017;36,58536585;817,27205;472,037
48528348;18/09/2021;T;I20;2,014135;666;1038;116;761;25105;2525;125;15;1514;226;3012;238;;932;72;0,189;1,58928904;73,33333333;-17,258874;41,66666667;776,1574;490,365
48556550;18/09/2021;T;I20;1,2921922;638;1006;128;764;25111;2530;125;15;1513;226;3019;237;;928;59;0,2;1,363385629;89,49152542;-14,77787062;50,84745763;780,760065;487,23697
48663823;30/09/2021;L;I20;1,523;704;988;127;728;25320;2528;148;21;1432;226;2994;242;;966;80;0,39732194;2,043714008;66;-21,40313333;37,5;794,639;477,122
48663991;30/09/2021;T;I20;1,011;676;987;118;700;25510;2513;126;20;1573;222;3003;239;;978;118;0,389;3,365132266;44,74576271;-32,32910408;25,42372881;792,472425;463,368
48663991;30/09/2021;T;I20;1,0062946;744;1006;96;700;25510;2513;126;20;1573;222;3003;239;;978;55;0,379;1,896082599;96;-14,33651725;54,54545455;806,56602;480,058
48664008;30/09/2021;L;I20;1,213;710;980;124;737;25260;2524;118;5;1584;205;2992;239;;929;83;0,39716205;2,537107644;63,61445783;-23,064455;36,14457831;808,424825;481,657
48811684;02/10/2021;L;I20;1,498;697;985;117;731;25096;2576;108;6;1476;214;2988;235;;972;74;0,189;3,153469496;71,35135135;-19,43318008;40,54054054;817,225495;482,731
48812098;02/10/2021;L;I20;1,618;633;989;123;774;25200;2527;127;9;1494;227;3018;225;;921;68;0,479;1,475113538;77,64705882;-16,53057333;44,11764706;783,7195;502,174
48812098;02/10/2021;L;I20;1,567;712;995;133;774;25200;2527;127;9;1494;227;3018;225;;921;68;0,439;1,741496517;77,64705882;-18,35403017;44,11764706;792,509575;472,279
48812098;02/10/2021;L;I20;1,559;809;1042;94;774;25200;2527;127;9;1494;227;3018;225;;921;77;0,439;2,267381649;68,57142857;-21,58590408;38,96103896;815,9333;487,7053
48812128;02/10/2021;L;I20;1,631;793;1009;76;760;25190;2515;157;13;1478;247;2938;228;;946;73;0,47870618;2,437470657;72,32876712;-21,4918205;41,09589041;822,28392;474,63
48812104;02/10/2021;L;I20;1,559;633;989;123;723;25320;2501;123;6;1598;225;2887;236;;977;77;0,439;2,26617573;68,57142857;-21,58784833;38,96103896;815,955;487,696
48812104;02/10/2021;L;I20;1,5603817;741;993;97;723;25320;2501;123;6;1598;225;2887;236;;977;73;0,449;2,388911132;72,32876712;-20,55119725;41,09589041;814,04845;476,92
48812104;02/10/2021;L;I20;1,559;809;1042;94;723;25320;2501;123;6;1598;225;2887;236;;977;77;0,439;2,26617573;68,57142857;-21,58784833;38,96103896;815,955;487,696
48812142;02/10/2021;L;I20;1,707;743;1003;111;689;25340;2677;141;4;1527;242;2940;240;;986;66;0,27;3,192246441;80;-19,386235;45,45454545;819,4295;470,843
48812159;02/10/2021;L;I20;1,817;743;1003;111;776;25210;2480;121;16;1432;224;3020;230;;894;66;0,25;2,313632486;80;-17,942815;45,45454545;820,179;496,566
48812159;02/10/2021;L;I20;1,82;758;1052;99;776;25210;2480;121;16;1432;224;3020;230;;894;68;0,239;2,307867389;77,64705882;-18,54552667;44,11764706;818,7995;496,929
48812197;02/10/2021;L;I20;1,638;708;980;125;700;25510;2513;126;20;1573;222;3003;239;;978;84;0,17;2,30266234;62,85714286;-22,2761;35,71428571;805,325;496,04
48812210;02/10/2021;L;I20;1,4111006;718;1017;114;747;25610;2548;117;13;1469;287;2953;238;;945;90;0,2;2,937738191;58,66666667;-25,28145;33,33333333;810,040525;473,984
48812210;02/10/2021;L;I20;1,445;738;1010;67;747;25610;2548;117;13;1469;287;2953;238;;945;90;0,18;2,75346699;58,66666667;-24,6054;33,33333333;808,18;483,138
48812258;02/10/2021;L;I20;1,419;722;1011;108;689;25340;2677;141;4;1527;242;2940;240;;986;91;0,189;3,378609958;58,02197802;-24,39983;32,96703297;817,074;492,533
48812241;02/10/2021;L;I20;1,422;722;1011;108;689;25340;2677;141;4;1527;242;2940;240;;986;91;0,1895408;2,375276576;58,02197802;-24,46724583;32,96703297;796,9216;491,704
48812265;02/10/2021;L;I20;1,419;707;997;116;723;25320;2501;123;6;1598;225;2887;236;;977;88;0,189;3,50344853;60;-23,70692573;34,09090909;817,429;491,15274
48812289;02/10/2021;L;I20;1,411;728;1016;112;738;25130;2487;124;14;1541;225;2968;247;;962;90;0,20796736;2,902592008;58,66666667;-24,51298575;33,33333333;812,18413;488,90665
48812272;02/10/2021;L;I20;1,419;707;997;116;723;25320;2501;123;6;1598;225;2887;236;;977;88;0,189;3,52677785;60;-23,63012667;34,09090909;817,5945;492,19
48812296;02/10/2021;L;I20;1,412;738;1007;70;730;25267;2625;157;11;1457;220;3005;234;;947;90;0,20531818;3,205033014;58,66666667;-25,3016775;33,33333333;816,46035;478,966
48836043;03/10/2021;T;I20;2,017;646;1019;123;747;25070;2489;123;15;1527;224;2966;246;;958;69;0,1620754;1,360110369;76,52173913;-15,398155;43,47826087;767,1354;505,135
48836326;03/10/2021;L;I20;1,011;561;954;94;756;25293;2510;128;14;1533;225;2937;235;;952;113;0,2;3,27156316;46,72566372;-30,40707583;26,54867257;802,5995;484,553
48836326;03/10/2021;L;I20;1,011;606;976;155;756;25293;2510;128;14;1533;225;2937;235;;952;113;0,2;3,27156316;46,72566372;-30,40707583;26,54867257;802,5995;484,553
48836319;03/10/2021;L;I20;1,113;561;954;94;756;25293;2510;128;14;1533;225;2937;235;;952;113;0,189;2,065598023;46,72566372;-26,14490417;26,54867257;772,014;508,394
48836319;03/10/2021;L;I20;1,0145;606;976;155;756;25293;2510;128;14;1533;225;2937;235;;952;113;0,189;2,383142716;46,72566372;-28,2553675;26,54867257;780,5004;490,062
48836319;03/10/2021;L;I20;1,014;623;979;137;756;25293;2510;128;14;1533;225;2937;235;;952;113;0,189;2,463741351;46,72566372;-28,87536083;26,54867257;783,349515;486,299
48836333;03/10/2021;L;I20;1,21;708;1000;124;730;25160;2565;116;15;1449;246;2974;243;;943;100;0,36;2,450748259;52,8;-24,97340583;30;792,204;498,36813
48836333;03/10/2021;L;I20;1,235;828;1035;87;730;25160;2565;116;15;1449;246;2974;243;;943;91;0,419;3,319648827;58,02197802;-25,58548417;32,96703297;829,195;496,119
48836357;03/10/2021;L;I20;1,557;805;1017;99;747;25290;2510;128;13;1533;222;2912;238;;969;74;0,46014172;2,770221226;71,35135135;-20,30588367;40,54054054;825,52957;496,141
48836524;03/10/2021;L;I20;1,2703588;773;1002;116;689;25340;2677;141;4;1527;242;2940;240;;986;77;0,319;2,513402989;68,57142857;-23,110549;38,96103896;812,48445;456,2756
48836548;03/10/2021;L;I20;1,269;772;1025;100;741;25000;2548;117;10;1471;229;3043;242;;956;95;0,36;3,012816759;55,57894737;-27,25914167;31,57894737;818,8195;482,204
48836845;03/10/2021;T;I20;1,417;733;1060;128;774;25200;2527;127;9;1494;227;3018;225;;921;97;1,21;2,08358184;54,43298969;-21,1312075;30,92783505;777,479;523,322
48875259;04/10/2021;T;I20;1,018;655;1035;114;758;25150;2558;124;12;1512;227;3045;235;;923;138;0,389;2,928307212;38,26086957;-31,95597;21,73913043;777,63575;505,902
48985266;09/10/2021;L;I20;0,805;670;1029;109;762;25340;2572;128;9;1522;232;3039;230;;923;148;0,189;4,147129568;35,67567568;-40,45222333;20,27027027;800,5545;477,769
48985297;09/10/2021;L;I20;0,824;780;1053;95;779;25300;2511;130;18;1534;233;2994;230;;917;148;0,40024877;4,776048205;35,67567568;-38,75515667;20,27027027;815,05865;507,339
48985310;09/10/2021;L;I20;0,811;655;986;125;746;25020;2632;125;0;1655;242;2990;230;;930;140;0,37125644;3,986473732;37,71428571;-35,227878;21,42857143;800,194;499,805
48985365;09/10/2021;L;I20;1,014;691;1030;111;767;25310;2671;134;5;1645;223;3023;235;;932;135;0,2;3,524566138;39,11111111;-35,7391125;22,22222222;796,229;482,548
48985396;09/10/2021;L;I20;1,013;687;1024;116;728;25020;2709;134;2;1529;248;3020;233;;949;136;0,189;3,521498749;38,82352941;-32,98861333;22,05882353;795,515;508,574
48985419;09/10/2021;T;I20;1,013;651;992;125;721;25098;2577;137;6;1542;227;3070;234;;952;135;0,389;3,083835362;39,11111111;-34,0270875;22,22222222;785,020475;488,727
48985471;09/10/2021;L;I20;1,052;704;1002;109;754;25345;2677;134;4;1668;223;3019;235;;933;128;0,37;3,212263412;41,25;-34,39328;23,4375;794,37273;477,463
48985549;09/10/2021;L;I20;0,915;654;991;123;701;25390;2589;149;12;1422;212;2993;237;;983;147;0,189;3,693809207;35,91836735;-38,72274;20,40816327;794,459;483,825
48985570;09/10/2021;L;I20;0,901;666;995;93;710;25130;2544;136;7;1592;232;3073;243;;979;130;0,189;3,443405858;40,61538462;-35,33517;23,07692308;797,9509;476,411
49009040;09/10/2021;L;I20;1,417;771;1053;97;800;25320;2607;132;6;1610;226;3004;233;;928;94;0,2;2,993433795;56,36434596;-27,53142352;32,02519657;816,6513;470,4767
49009316;10/10/2021;L;I20;1,222;734;979;114;675;25170;2619;145;8;1405;220;3020;215;;937;107;0,389;3,186069218;49,34579439;-29,118445;28,03738318;813,58845;491,888
49009330;10/10/2021;L;I20;1,365246;855;1047;95;732;25470;2599;165;3;1446;274;2995;236;;922;92;0,34246093;3,128525634;57,39130435;-27,10951197;32,60869565;827,66272;480,29007
49009446;10/10/2021;T;I20;1,2913184;585;957;140;741;24920;2646;144;1;1417;226;3050;229;;934;85;0,2;1,726003988;62,11764706;-21,53495542;35,29411765;774,92495;478,257
49050688;10/10/2021;T;I20;1,531;680;1005;114;690;25360;2594;139;6;1508;210;2698;243;;963;87;0,389;2,082324877;60,68965517;-22,1715875;34,48275862;789,675;489,515
49050756;10/10/2021;L;I20;1,618;818;1030;94;758;25280;2613;173;11;1539;240;3005;234;;947;80;0,449;2,707685126;66;-23,28544667;37,5;823,08885;479,167
49050947;10/10/2021;L;I20;0,924;837;1055;88;726;25520;2567;165;2;1468;279;2982;234;;921;124;0,33;4,598230388;42,58064516;-37,10944383;24,19354839;824,132325;466,891
49051030;10/10/2021;L;I20;0,912;702;1044;110;800;25320;2607;132;6;1610;226;3004;233;;928;131;0,2;3,499499976;40,30534351;-35,52807333;22,90076336;799,4045;477,971
49051122;10/10/2021;L;I20;1,373;831;1020;88;723;25320;2501;123;6;1598;225;2887;236;;977;86;0,389;3,190103295;61,39534884;-26,06910833;34,88372093;829,16378;470,864
49051146;10/10/2021;L;I20;1,368;805;1001;89;676;25200;2615;147;9;1397;221;3013;215;;939;84;0,389;3,054536481;62,85714286;-24,932558;35,71428571;825,07672;474,205
49051252;11/10/2021;T;I20;1,424;584;967;147;722;25270;2595;108;10;1507;229;3068;236;;966;69;0,19660696;1,482340765;76,18117615;-16,23319647;43,28475918;775,94945;498,63
49566361;31/10/2021;L;I20;1,562;806;1011;95;723;25150;2492;110;6;1604;234;2953;235;;890;67;0,44975024;2,281543364;78,80597015;-19,55879633;44,7761194;826,6128;476,615
49566378;31/10/2021;L;I20;1,983;738;993;124;755;24870;2480;113;4;1547;218;2955;226;;917;64;0,389;1,564477758;82,5;-16,40467733;46,875;799,737925;505,436
49566385;31/10/2021;L;I20;1,5521288;720;982;100;717;25230;2536;119;6;1595;245;2968;236;;912;77;0,469;1,965473853;68,57142857;-20,37797172;38,96103896;799,65095;490,53622
49566507;31/10/2021;L;I20;1,22;689;992;128;752;24914;2481;112;4;1555;220;2954;227;;914;102;0,38199094;2,4213368;51,76470588;-25,65062;29,41176471;789,84455;494,988
49566576;31/10/2021;L;I20;1,597;750;998;119;720;25280;2584;138;4;1631;251;2986;242;;937;81;0,46;2,350490157;65,18518519;-22,5939375;37,03703704;810,388525;481,903
49566590;31/10/2021;L;I20;1,601;765;998;109;712;25260;2580;133;4;1610;259;2973;237;;940;79;0,46;2,448084568;66,83544304;-22,78368558;37,97468354;818,377065;476,067
49566583;31/10/2021;L;I20;1,597;750;998;119;720;25280;2584;138;4;1631;251;2986;242;;937;81;0,46;2,343874625;65,18518519;-22,5592425;37,03703704;810,2545;482,268
49566620;31/10/2021;L;I20;1,802;752;1007;102;731;25240;2494;110;7;1615;235;2947;236;;894;71;0,25;2,324763357;74,36619718;-20,87057011;42,25352113;822,7877;474,39337
49566637;31/10/2021;L;I20;1,814;727;999;106;740;25140;2566;138;5;1554;240;2994;240;;938;68;0,27;2,313580554;77,64705882;-20,27383507;44,11764706;824,62565;471,32794
49566767;31/10/2021;T;I20;1,7677898;658;1059;119;850;25150;2559;106;16;1505;213;3027;242;;955;75;0,18302538;1,615316878;70,4;-17,682375;40;772,03945;489,821
49566750;31/10/2021;T;I20;1,537;635;990;113;712;25260;2603;133;4;1610;259;2973;237;;940;71;0,19962686;1,635394853;74,36619718;-18,4487394;42,25352113;783,494;475,36932
49566774;31/10/2021;T;I20;1,5333035;584;969;137;729;25420;2692;134;2;1719;224;3012;235;;937;75;0,2;1,504394638;70,4;-17,796875;40;769,15387;489,44
49566781;31/10/2021;T;I20;1,376;615;1027;127;850;25150;2559;106;16;1505;213;3027;242;;955;49;0,189;0,969996675;107,755102;-10,82487583;61,2244898;766,7445;504,161
49566835;31/10/2021;L;I20;1,417;740;1024;109;746;25100;2533;128;5;1502;224;2981;233;;942;95;0,189;3,091789819;55,57894737;-26,93622083;31,57894737;819,335;481,153
49566842;31/10/2021;L;I20;1,424;740;1024;109;757;25140;2533;139;8;1494;231;2991;239;;940;64;0,2;1,430517619;82,5;-15,08389333;46,875;780,954;502,846
49566842;31/10/2021;L;I20;1,419;750;1023;102;757;25140;2533;139;8;1494;231;2991;239;;940;87;0,189;2,805271008;60,68965517;-24,2400705;34,48275862;817,6829;481,171
49566873;31/10/2021;L;I20;1,313203;719;1014;106;743;25160;2530;138;8;1492;231;2992;237;;940;93;0,189;3,010751729;56,77419355;-26,13517;32,25806452;811,7695;480,462
49566880;31/10/2021;L;I20;1,315;719;1014;106;744;25087;2519;123;3;1520;222;2971;231;;941;93;0,2;3,008278672;56,77419355;-26,1327675;32,25806452;811,759;480,462
49566880;31/10/2021;L;I20;1,3188454;724;1019;122;744;25087;2519;123;3;1520;222;2971;231;;941;94;0,2;3,257658267;56,17021277;-26,624325;31,91489362;815,40787;476,334
49578779;01/11/2021;L;I20;0,824;714;1009;116;729;25420;2692;134;2;1719;224;3012;235;;937;135;0,389;3,76986793;39,11111111;-34,1240625;22,22222222;802,9745;505,354
49578984;01/11/2021;L;I20;1,419;712;1009;72;719;25060;2727;145;10;1415;230;2980;241;;972;91;0,2;2,862229622;58,02197802;-25,6412975;32,96703297;809,989;480,182
49578984;01/11/2021;L;I20;1,416;727;1009;84;719;25060;2727;145;10;1415;230;2980;241;;972;92;0,189;2,720154781;57,39130435;-26,116615;32,60869565;810,94595;480,605
49578977;01/11/2021;L;I20;1,322;712;1009;72;731;25000;2605;108;17;1552;214;2974;239;;959;90;0,289;2,795325102;58,66666667;-23,84985;33,33333333;809,7145;496,851
49579091;01/11/2021;T;I20;1,302;588;987;114;697;25170;2546;101;11;1619;212;3001;231;;983;110;0,2;2,176659608;48;-24,99841667;27,27272727;764,0695;492,88
49702295;07/11/2021;T;I20;1,7793763;697;1028;116;697;25160;2553;102;12;1602;211;3014;232;;981;78;0,18;2,481152633;67,69230769;-18,60619085;38,46153846;789,361225;478,35516
49702318;08/11/2021;T;I20;1,789;642;1007;123;716;25240;2662;127;8;1484;226;3038;236;;971;78;0,2;1,677204701;67,69230769;-18,425147;38,46153846;775,3074;494,682
49702301;08/11/2021;T;I20;1,7690616;656;1005;114;697;25170;2546;101;11;1619;212;3001;231;;983;78;0,2;1,780994196;67,69230769;-19,2215725;38,46153846;781,25125;487,917
49702356;08/11/2021;T;I20;1,8071964;647;1024;105;703;25440;2596;143;6;1483;214;2687;245;;968;78;0,189;1,710755513;67,69230769;-19,0283301;38,46153846;777,21085;486,98816
49702394;08/11/2021;T;I20;1,771;645;1006;115;703;25440;2596;143;6;1483;214;2687;245;;968;78;0,2;1,655475253;67,69230769;-18,60209325;38,46153846;774,872575;492,515
49702424;08/11/2021;T;I20;1,768;614;978;122;697;25170;2546;101;11;1619;212;3001;231;;983;78;0,1947671;1,690231826;67,69230769;-18,662605;38,46153846;777,17083;493,812
49702400;08/11/2021;T;I20;1,781;647;1012;119;722;25270;2595;108;10;1507;229;3068;236;;966;78;0,189;1,688789227;67,69230769;-18,57518;38,46153846;776,3145;493,548
49702448;08/11/2021;T;I20;1,770377;634;1000;131;744;25144;2608;103;7;1503;225;3083;232;;921;78;0,189;1,66634753;67,69230769;-18,66891;38,46153846;776,2553;493,325
49702431;08/11/2021;T;I20;1,761;652;1013;124;695;25200;2657;130;7;1503;225;3018;233;;974;78;0,19660614;1,672080123;67,69230769;-18,5844386;38,46153846;775,28952;492,476
49702455;08/11/2021;T;I20;1,7726028;635;999;119;706;25110;2681;131;9;1472;222;3036;236;;977;78;0,19487686;1,631873704;67,69230769;-18,67725405;38,46153846;774,868725;492,71643
49702530;08/11/2021;T;I20;1,491;528;894;124;723;25320;2501;123;6;1598;225;2887;236;;977;88;0,189;1,941554698;60;-21,02899333;34,09090909;777,59575;493,141
49702530;08/11/2021;T;I20;1,495764;624;1001;129;723;25320;2501;123;6;1598;225;2887;236;;977;88;0,189;1,79942613;60;-21,00486667;34,09090909;772,829;492,109
49899340;13/11/2021;L;I20;1,291;716;1006;106;721;25200;2542;138;6;1672;225;2994;254;;1005;77;0,189;2,670543838;68,57142857;-21,18397307;38,96103896;819,74905;495,63016
49899357;13/11/2021;L;I20;1,254;690;991;104;704;25190;2603;132;4;1594;255;2984;239;;941;85;0,20612851;2,935502025;62,11764706;-24,41100833;35,29411765;818,52377;476,634
49899982;14/11/2021;T;I20;1,287;606;994;122;723;25150;2492;110;6;1604;234;2953;235;;890;110;0,18;2,167783389;48;-25,57710833;27,27272727;768,014;494,156
49918069;14/11/2021;L;I20;1,434;729;1034;110;760;25290;2611;176;11;1573;244;3004;234;;945;91;0,2066087;2,770009524;58,02197802;-25,29087167;32,96703297;810,407165;480,403
49918076;14/11/2021;L;I20;1,3944659;703;992;91;716;25390;2609;145;4;1662;273;2934;243;;964;90;0,189;3,301225965;58,66666667;-25,368255;33,33333333;818,653325;478,235
